"GEOID" "mort_ac" "mort_ac_se" "mort_na" "mort_na_se" "hosp_cp" "hosp_cp_se" "hosp_cvd" "hosp_cvd_se" "hosp_res" "hosp_res_se" "ed_ast" "ac_bronchitis" "minor_lrs" "minor_wld" "minor_mrad" "minor_asts" "minor_sld" "minor_astc" "minor_ast" "minor_astw" "hosp_mi" "ed_ast_se" "hosp_mi_se" "minor_astc_se" "minor_asts_se" "minor_astw_se" "minor_ast_se" "minor_mrad_se" "minor_sld_se" "minor_wld_se" "minor_lrs_se" "ac_bronchitis_se"
80205 0.0000302232068203192 0.00903112710361687 0.0000302232068203192 0.00903112710361687 0.00065707571502264 0.0718289253609334 0.000422766091591678 0.0462151215511379 0.000234309623430962 0.0256138038097955 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80206 0.0000281026872956407 0.00753288326194207 0.0000281026872956407 0.00753288326194207 0.000364569910592153 0.0428582904043166 0.000230160775528815 0.027057354627195 0.000134409135063339 0.0158009357771216 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80207 0.0000313537060570461 0.00828977995075152 0.0000313537060570461 0.00828977995075152 0.000483052160519144 0.059220697635427 0.000310247085737201 0.0380353310850931 0.000172805074781943 0.0211853665503339 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80209 0.0000225136584271755 0.00640453239640763 0.0000225136584271755 0.00640453239640763 0.000368782460176374 0.0462377324932612 0.000227613370978424 0.0285380333819466 0.00014116908919795 0.0176996991113145 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80210 0.0000285157908213114 0.00909157470709285 0.0000285157908213114 0.00909157470709285 0.000531016059391793 0.0705272493158231 0.000337185102351443 0.0447834624933174 0.00019383095704035 0.0257437868225058 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80211 0.0000306828245317742 0.00989610281387507 0.0000306828245317742 0.00989610281387507 0.000502899605028996 0.0649208135522354 0.000304797603047976 0.0393472338430351 0.00019810200198102 0.0255735797092003 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80212 0.0000348829230827119 0.00867806925518258 0.0000348829230827119 0.00867806925518258 0.000438712841490464 0.048635825119734 0.000262826443149013 0.0291370110854504 0.000175886398341451 0.0194988140342836 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80214 0.000055929595390772 0.0151253109030356 0.000055929595390772 0.0151253109030356 0.000488550142479486 0.0617199531577832 0.000284958972774402 0.0359996915818412 0.000203591169705085 0.025720261575942 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80215 0.0000475849590755452 0.0115710731639717 0.0000475849590755452 0.0115710731639717 0.0004066207264779 0.0521046026528103 0.0002557856272838 0.0327765104090103 0.0001508350991941 0.0193280922437999 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80216 0.0000314604584695287 0.00504251384592362 0.0000314604584695287 0.00504251384592362 0.000759968589128348 0.0425853740771387 0.000458075211587121 0.0256685664644062 0.000301893377541227 0.0169168076127325 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80218 0.0000294801479179352 0.00711626590256538 0.0000294801479179352 0.00711626590256538 0.000417585092428566 0.0420290630922241 0.000259097486105289 0.0260776181621442 0.000158487606323277 0.0159514449300799 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80219 0.0000326269749893425 0.0131822669781401 0.0000326269749893425 0.0131822669781401 0.000584869734610731 0.100633292276243 0.000353420493113668 0.0608098960764194 0.000231449241497063 0.0398233961998232 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80220 0.0000221959379206588 0.00738561287740424 0.0000221959379206588 0.00738561287740424 0.000356366439291608 0.0482149437402151 0.000216723479249999 0.0293218137487742 0.000139642960041609 0.0188931299914408 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80221 0.0000303572105096565 0.0101635469287343 0.0000303572105096565 0.0101635469287343 0.000518187628287282 0.0737484952986705 0.000302715717073072 0.0430825195715021 0.000215471911214211 0.0306659757271684 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80222 0.000053477205599208 0.0137744036244096 0.000053477205599208 0.0137744036244096 0.000485559867836842 0.059853994135149 0.000299305377129283 0.0368947754416441 0.00018625449070756 0.022959218693505 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80223 0.0000301655501408838 0.00683334608454973 0.0000301655501408838 0.00683334608454973 0.00059949643664917 0.0537043082059465 0.000360517219306107 0.0322959848892252 0.000238979217343063 0.0214083233167213 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80224 0.0000454618797427282 0.0109632904209485 0.0000454618797427282 0.0109632904209485 0.000438907478732283 0.0587054134874353 0.000282242317970551 0.0377508991826041 0.000156665160761733 0.0209545143048312 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80226 0.0000476786995409801 0.0144116707149086 0.0000476786995409801 0.0144116707149086 0.00045760637574568 0.0696554470160241 0.000274918559072017 0.0418472646801695 0.000182687816673663 0.0278081823358546 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80227 0.0000306208535628584 0.00989034609617744 0.0000306208535628584 0.00989034609617744 0.000393576223727224 0.0627442469736959 0.000250633996210845 0.0399562788862895 0.000142942227516379 0.0227879680874064 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80228 0.0000262455565276132 0.00825630312776076 0.0000262455565276132 0.00825630312776076 0.000311691066557511 0.0448066071900271 0.000193298840936134 0.0277873386997276 0.000118392225621377 0.0170192684902995 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80229 0.0000280144741449749 0.0100425149699619 0.0000280144741449749 0.0100425149699619 0.000496346225008905 0.0698509225742302 0.000292163664219289 0.0411162621172726 0.000204182560789617 0.0287346604569576 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80230 0.0000289274821561455 0.00467695752734534 0.0000289274821561455 0.00467695752734534 0.000622010389699453 0.0393147963870067 0.000379926963498894 0.0240136683554594 0.000242083426200559 0.0153011280315472 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80231 0.0000290726803648515 0.00930916123187164 0.0000290726803648515 0.00930916123187164 0.000476907471948168 0.066622113285694 0.000306051895450988 0.0427542558030065 0.00017085557649718 0.0238678574826876 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80232 0.0000361586230920877 0.00959328544469637 0.0000361586230920877 0.00959328544469637 0.000382375746887021 0.0513295824721911 0.000232770285679534 0.0312467557713418 0.000149605461207486 0.0200828267008493 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80233 0.0000325289675709472 0.0118625968875499 0.0000325289675709472 0.0118625968875499 0.000500692091069639 0.0758676571970587 0.000293542074363992 0.0444791317218219 0.000207150016705646 0.0313885254752369 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80234 0.0000217089986139362 0.00598869395147166 0.0000217089986139362 0.00598869395147166 0.0003495446544731 0.0418286813746345 0.000208923241754037 0.0250010509365632 0.000140621412719063 0.0168276304380714 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80235 0.0000246575342465753 0.0038986984851391 0.0000246575342465753 0.0038986984851391 0.000358913929395591 0.0268106543117683 0.000230274463593067 0.0172013637102864 0.000128639465802524 0.00960929060148195 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80236 0.0000454396298088421 0.0100851413222586 0.0000454396298088421 0.0100851413222586 0.000460629302826934 0.0517977599825093 0.000286430827063597 0.0322091433193214 0.000174198475763337 0.0195886166631879 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80237 0.0000303062144330581 0.00754162093085964 0.0000303062144330581 0.00754162093085964 0.000431493515152054 0.0535643195817666 0.000275039335780893 0.0341425638207635 0.000156454179371161 0.0194217557610032 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80238 0.00000583565433221546 0.00110954190668336 0.00000583565433221546 0.00110954190668336 0.00026964346454745 0.0126904424473906 0.000181823804075574 0.0085573166961762 0.0000878196604718761 0.00413312575121436 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80239 0.0000181314169874677 0.00582904612122465 0.0000181314169874677 0.00582904612122465 0.000439133391625377 0.0494683327117132 0.000296425834169932 0.0333923406161171 0.000142707557455444 0.0160759920955961 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80241 0.0000198996235342567 0.00613783234731588 0.0000198996235342567 0.00613783234731588 0.000334664653696812 0.0389780173795091 0.000207827355856379 0.0242054193624109 0.000126837297840433 0.0147725980170982 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80246 0.0000274378488077118 0.00504065469138943 0.0000274378488077118 0.00504065469138943 0.000434931506849315 0.0325472937068692 0.000278864970645793 0.0208683435465866 0.000156066536203523 0.0116789501602827 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80247 0.0000434849647702487 0.0122277061084975 0.0000434849647702487 0.0122277061084975 0.000533866319722696 0.0788153774694387 0.000354611934998287 0.0523518200709411 0.000179254384724409 0.0264635573984977 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80249 0.0000113519418333944 0.00307991383049062 0.0000113519418333944 0.00307991383049062 0.000303033339679931 0.0250529961458706 0.000211642332474873 0.0174973306415604 0.0000913910072050586 0.00755566550431018 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80260 0.0000298437735315542 0.00891025330561618 0.0000298437735315542 0.00891025330561618 0.000454642359993479 0.058195997998786 0.000270210391228195 0.0345879855704444 0.000184431968765284 0.0236080124283417 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80301 0.0000272517236988121 0.00747810338756402 0.0000272517236988121 0.00747810338756402 0.00035785803237858 0.0419625738711974 0.000226948941469489 0.0266121222935935 0.000130909090909091 0.015350451577604 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80302 0.0000213051121825556 0.00517609004912909 0.0000213051121825556 0.00517609004912909 0.000343642217261307 0.0375420275629158 0.000226799272314076 0.0247772366280299 0.000116842944947231 0.0127647909348859 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80303 0.0000384731373427034 0.00942081368712657 0.0000384731373427034 0.00942081368712657 0.00043652593428029 0.0570247246378465 0.000288180968015123 0.0376459656950844 0.000148344966265167 0.0193787589427621 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80304 0.0000174790142374822 0.00498535070124385 0.0000174790142374822 0.00498535070124385 0.000248627905939048 0.030803783479284 0.00016063540225782 0.0199019419464147 0.000087992503681228 0.0109018415328694 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80305 0.0000188427591262646 0.00417718938891895 0.0000188427591262646 0.00417718938891895 0.000296354222845432 0.0298715648409475 0.000197659367921476 0.0199234367865464 0.0000986948549239564 0.00994812805440108 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80310 0 0 0 0 NA NA NA NA NA NA 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80401 0.0000272131711748486 0.00941925653612546 0.0000272131711748486 0.00941925653612546 0.00026822628792933 0.0449869142909076 0.000167909266663096 0.0281617430056371 0.000100317021266235 0.0168251712852704 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80403 0.0000210963424754405 0.00532175885359313 0.0000210963424754405 0.00532175885359313 0.000263132370644651 0.0288307115242634 0.000168422974445579 0.0184536557718182 0.0000947093961990723 0.0103770557524452 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80419 0.000003581341212284 0.0000990550035701626 0.000003581341212284 0.0000990550035701626 NA NA NA NA NA NA 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80420 0.0000122936424306287 0.000686685495654251 0.0000122936424306287 0.000686685495654251 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80421 0.0000158199403156797 0.00267422509687048 0.0000158199403156797 0.00267422509687048 0.000216848760468083 0.0152412440925184 0.000129221895624203 0.00908237819323986 0.00008762686484388 0.00615886589927853 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80422 0.0000156150188089999 0.00194028783007566 0.0000156150188089999 0.00194028783007566 0.000146377797208459 0.0067317874205515 0.0000816088603905567 0.00375312042030748 0.0000647689368179021 0.00297866700024403 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80423 0.0000176756517896597 0.000440120180220547 0.0000176756517896597 0.000440120180220547 0.0000219178082191781 0.000245048545479429 0.0000219178082191781 0.000245048545479429 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80424 0.00000614266826951917 0.00103782011961747 0.00000614266826951917 0.00103782011961747 0.0000049003229758325 0.000384292813353245 0.00000311838734825704 0.000244549972133883 0.00000178193562757545 0.000139742841219362 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80425 0.0000238237045860631 0.000722608737967986 0.0000238237045860631 0.000722608737967986 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80426 0.0000245872848612575 0.000686685495654251 0.0000245872848612575 0.000686685495654251 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80427 0.0000284646859989326 0.00147769832868656 0.0000284646859989326 0.00147769832868656 0.00000961307378034126 0.000162287363769614 0.00000961307378034126 0.000162287363769614 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80428 0.0000186030779638086 0.000748759444520477 0.0000186030779638086 0.000748759444520477 0.000049813200498132 0.000639862145886183 0.000033208800332088 0.000426574763924122 0.000016604400166044 0.000213287381962061 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80432 0.0000895679662802951 0.00204246388057801 0.0000895679662802951 0.00204246388057801 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80433 0.0000151543679021303 0.0026173659790114 0.0000151543679021303 0.0026173659790114 0.000173548481450787 0.0130103498733114 0.00011114902744601 0.00833247126717695 0.0000623994540047775 0.00467787860613443 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80434 0.0000513698630136986 0.000649783080856516 0.0000513698630136986 0.000649783080856516 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80435 0.00000796535664289939 0.00120918731349099 0.00000796535664289939 0.00120918731349099 0.0000818022463156528 0.00375756461419162 0.0000610270726481854 0.00280326248995248 0.0000207751736674674 0.000954302124239141 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80436 0.0000323908495849922 0.00145938661354019 0.0000323908495849922 0.00145938661354019 0.000023071377072819 0.000502829005743697 0.0000115356885364095 0.000251414502871848 0.0000115356885364095 0.000251414502871848 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80438 0.0000291681858430127 0.00105772384437757 0.0000291681858430127 0.00105772384437757 0.000033208800332088 0.000426574763924122 0.000016604400166044 0.000213287381962061 0.000016604400166044 0.000213287381962061 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80439 0.0000217061338048476 0.00638248924177913 0.0000217061338048476 0.00638248924177913 0.000168265572850269 0.0239475667323274 0.000108615156751419 0.0154581158248062 0.0000596504160988493 0.00848945090752119 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80440 0.0000157992064489488 0.00138005864849938 0.0000157992064489488 0.00138005864849938 0.0000228310502283105 0.000500203248863165 0.0000171232876712329 0.000375152436647374 0.00000570776255707763 0.000125050812215791 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80442 0.0000122362491419703 0.00117238337600416 0.0000122362491419703 0.00117238337600416 0.00000423668973308855 0.000186606825693082 0.00000282445982205903 0.000124404550462055 0.00000141222991102952 0.0000622022752310274 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80443 0.0000115306312420051 0.00123140447670536 0.0000115306312420051 0.00123140447670536 0.00000474411433315543 0.00022801380234972 0.00000237205716657771 0.00011400690117486 0.00000237205716657771 0.00011400690117486 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80444 0.0000223651104277327 0.00140027740273959 0.0000223651104277327 0.00140027740273959 0.00000619147124835539 0.000184189765877483 0.00000619147124835539 0.000184189765877483 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80446 0.0000144006624304718 0.00153858122318958 0.0000144006624304718 0.00153858122318958 0.0000432182133899286 0.00182081569476317 0.0000308701524213776 0.00130058263911655 0.000012348060968551 0.000520233055646621 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80447 0.0000200876042741958 0.00172390972557609 0.0000200876042741958 0.00172390972557609 0.0000235313891923691 0.00116355521916844 0.0000134465081099252 0.000664888696667679 0.0000100848810824439 0.000498666522500759 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80448 0.00000405885337392187 0.000149131795603238 0.00000405885337392187 0.000149131795603238 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80449 0.0000212205612080562 0.00127588348528197 0.0000212205612080562 0.00127588348528197 0.0000415851272015656 0.00139170454511539 0.0000269080234833659 0.000900514705662899 0.0000146771037181996 0.000491189839452491 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80451 0.0000134465081099252 0.000664888696667679 0.0000134465081099252 0.000664888696667679 0.0000466336345088895 0.000714880080058567 0.0000233168172544448 0.000357440040029283 0.0000233168172544448 0.000357440040029283 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80452 0.0000349361037050657 0.00330326356779088 0.0000349361037050657 0.00330326356779088 0.000141680535996245 0.00567606956614293 0.0000819357316604788 0.0032825462551188 0.0000597448043357658 0.00239352331102413 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80453 0.0000125244618395303 0.00037047857741524 0.0000125244618395303 0.00037047857741524 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80454 0.0000288392213410238 0.00175540623429366 0.0000288392213410238 0.00175540623429366 0.0000200467758102239 0.000574052297892804 0.0000133645172068159 0.000382701531928536 0.00000668225860340795 0.000191350765964268 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80455 0.0000132924712919544 0.000572502896152486 0.0000132924712919544 0.000572502896152486 0.000065102400651024 0.00146299449695337 0.00005425200054252 0.00121916208079448 0.000010850400108504 0.000243832416158896 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80456 0.00000859828425146073 0.000509044570446986 0.00000859828425146073 0.000509044570446986 0.0000592373195112921 0.00161142930869876 0.0000370233246945576 0.00100714331793672 0.0000222139948167345 0.000604285990762034 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80457 0.0000237499469867255 0.000954440606179199 0.0000237499469867255 0.000954440606179199 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80459 0.0000231781184075908 0.00201596340073718 0.0000231781184075908 0.00201596340073718 0.000083313306096291 0.00243611298212 0.0000512697268284867 0.00149914645053539 0.0000320435792678042 0.000936966531584616 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80461 0.000022936651755731 0.00337254587295276 0.000022936651755731 0.00337254587295276 0.00029659419379163 0.0169604168178812 0.000180134891709606 0.0103008181238544 0.000116459302082024 0.00665959869402678 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
80463 0.0000101471334348047 0.000235798072828458 0.0000101471334348047 0.000235798072828458 0 0 0 0 0 0 0.0000263 0.000117808 0.0012 0.0057 0.02137 0.037 0.055 0.067 0.067 0.076 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
